word	nodeType	synsetCount	unit	count
fun	ADJ	4	02x07_-_Who_Is_This_Mission_For_	1
glad	ADJ	5	02x07_-_Who_Is_This_Mission_For_	3
good	ADJ	27	02x07_-_Who_Is_This_Mission_For_	3
happy	ADJ	4	02x07_-_Who_Is_This_Mission_For_	1
hard	ADJ	22	02x07_-_Who_Is_This_Mission_For_	2
headed	ADJ	13	02x07_-_Who_Is_This_Mission_For_	1
heroic	ADJ	6	02x07_-_Who_Is_This_Mission_For_	1
hopeless	ADJ	4	02x07_-_Who_Is_This_Mission_For_	1
huge	ADJ	1	02x07_-_Who_Is_This_Mission_For_	2
important	ADJ	5	02x07_-_Who_Is_This_Mission_For_	1
intermediate	ADJ	4	02x07_-_Who_Is_This_Mission_For_	1
invisible	ADJ	2	02x07_-_Who_Is_This_Mission_For_	1
likely	ADJ	5	02x07_-_Who_Is_This_Mission_For_	1
little	ADJ	10	02x07_-_Who_Is_This_Mission_For_	3
lonely	ADJ	4	02x07_-_Who_Is_This_Mission_For_	1
loud	ADJ	4	02x07_-_Who_Is_This_Mission_For_	1
main	ADJ	5	02x07_-_Who_Is_This_Mission_For_	1
new	ADJ	12	02x07_-_Who_Is_This_Mission_For_	3
nice	ADJ	6	02x07_-_Who_Is_This_Mission_For_	1
normal	ADJ	5	02x07_-_Who_Is_This_Mission_For_	1
obedient	ADJ	1	02x07_-_Who_Is_This_Mission_For_	1
okay	ADJ	4	02x07_-_Who_Is_This_Mission_For_	2
old	ADJ	9	02x07_-_Who_Is_This_Mission_For_	1
open	ADJ	36	02x07_-_Who_Is_This_Mission_For_	1
original	ADJ	6	02x07_-_Who_Is_This_Mission_For_	1
overconfident	ADJ	1	02x07_-_Who_Is_This_Mission_For_	1
pathetic	ADJ	3	02x07_-_Who_Is_This_Mission_For_	1
perfect	ADJ	5	02x07_-_Who_Is_This_Mission_For_	1
pet	ADJ	7	02x07_-_Who_Is_This_Mission_For_	1
possible	ADJ	4	02x07_-_Who_Is_This_Mission_For_	1
pro	ADJ	4	02x07_-_Who_Is_This_Mission_For_	1
quiet	ADJ	13	02x07_-_Who_Is_This_Mission_For_	1
ready	ADJ	8	02x07_-_Who_Is_This_Mission_For_	1
rebellious	ADJ	3	02x07_-_Who_Is_This_Mission_For_	1
right	ADJ	36	02x07_-_Who_Is_This_Mission_For_	4
satisfied	ADJ	5	02x07_-_Who_Is_This_Mission_For_	1
scared	ADJ	4	02x07_-_Who_Is_This_Mission_For_	1
scary	ADJ	1	02x07_-_Who_Is_This_Mission_For_	3
second	ADJ	15	02x07_-_Who_Is_This_Mission_For_	2
secret	ADJ	14	02x07_-_Who_Is_This_Mission_For_	1
skilled	ADJ	1	02x07_-_Who_Is_This_Mission_For_	1
sorry	ADJ	4	02x07_-_Who_Is_This_Mission_For_	1
successful	ADJ	1	02x07_-_Who_Is_This_Mission_For_	1
sure	ADJ	10	02x07_-_Who_Is_This_Mission_For_	2
suspicious	ADJ	2	02x07_-_Who_Is_This_Mission_For_	1
troubling	ADJ	6	02x07_-_Who_Is_This_Mission_For_	1
unable	ADJ	3	02x07_-_Who_Is_This_Mission_For_	1
uncool	ADJ	1	02x07_-_Who_Is_This_Mission_For_	2
underground	ADJ	6	02x07_-_Who_Is_This_Mission_For_	1
unidentified	ADJ	2	02x07_-_Who_Is_This_Mission_For_	1
unknown	ADJ	8	02x07_-_Who_Is_This_Mission_For_	4
upset	ADJ	17	02x07_-_Who_Is_This_Mission_For_	1
useless	ADJ	1	02x07_-_Who_Is_This_Mission_For_	1
wrong	ADJ	13	02x07_-_Who_Is_This_Mission_For_	1
yor	ADJ	0	02x07_-_Who_Is_This_Mission_For_	1
young	ADJ	14	02x07_-_Who_Is_This_Mission_For_	1
able	ADJ	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	4
bad	ADJ	17	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
big	ADJ	17	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
black	ADJ	22	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
blind	ADJ	10	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
bored	ADJ	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
busy	ADJ	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
carefree	ADJ	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
clean	ADJ	31	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
climactic	ADJ	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
cold	ADJ	16	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
crowded	ADJ	5	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
dazzling	ADJ	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
different	ADJ	5	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
disgusting	ADJ	3	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
dry	ADJ	19	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
easy	ADJ	15	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
entertaining	ADJ	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
famous	ADJ	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
fashioned	ADJ	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
fine	ADJ	10	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
foreign	ADJ	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
glad	ADJ	5	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	4
good	ADJ	27	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	5
green	ADJ	14	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
grueling	ADJ	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
haired	ADJ	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
happy	ADJ	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
healthy	ADJ	5	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
heavy	ADJ	30	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
herbal	ADJ	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
horrible	ADJ	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
idiot	ADJ	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
inflatable	ADJ	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
insane	ADJ	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
kind	ADJ	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
late	ADJ	11	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
likely	ADJ	5	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
little	ADJ	10	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
loud	ADJ	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
mad	ADJ	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
memorable	ADJ	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
natural	ADJ	13	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
okay	ADJ	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	5
old	ADJ	9	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
original	ADJ	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
poisonous	ADJ	3	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
popular	ADJ	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
possible	ADJ	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
pretty	ADJ	3	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
proud	ADJ	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
quiet	ADJ	13	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
reckless	ADJ	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
red	ADJ	7	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
rich	ADJ	13	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
rid	ADJ	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
right	ADJ	36	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	4
satisfied	ADJ	5	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
scared	ADJ	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
secluded	ADJ	3	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
sick	ADJ	9	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
similar	ADJ	5	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
skilled	ADJ	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
sorry	ADJ	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	4
startling	ADJ	3	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
strange	ADJ	3	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
strong	ADJ	10	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
sturdy	ADJ	3	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
sudden	ADJ	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
sure	ADJ	10	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
suspicious	ADJ	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
tired	ADJ	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
unexpected	ADJ	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
unfamiliar	ADJ	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
unnecessary	ADJ	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
unwarranted	ADJ	3	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
well	ADJ	22	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
young	ADJ	14	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
able	ADJ	4	02x09_-_The_Hand_That_Connects_to_the_Future	1
alive	ADJ	7	02x09_-_The_Hand_That_Connects_to_the_Future	1
amazing	ADJ	4	02x09_-_The_Hand_That_Connects_to_the_Future	2
asleep	ADJ	5	02x09_-_The_Hand_That_Connects_to_the_Future	1
available	ADJ	3	02x09_-_The_Hand_That_Connects_to_the_Future	1
bad	ADJ	17	02x09_-_The_Hand_That_Connects_to_the_Future	4
beautiful	ADJ	2	02x09_-_The_Hand_That_Connects_to_the_Future	1
big	ADJ	17	02x09_-_The_Hand_That_Connects_to_the_Future	1
busy	ADJ	6	02x09_-_The_Hand_That_Connects_to_the_Future	1
carefree	ADJ	2	02x09_-_The_Hand_That_Connects_to_the_Future	1
careful	ADJ	5	02x09_-_The_Hand_That_Connects_to_the_Future	1
close	ADJ	37	02x09_-_The_Hand_That_Connects_to_the_Future	2
common	ADJ	10	02x09_-_The_Hand_That_Connects_to_the_Future	1
convenient	ADJ	2	02x09_-_The_Hand_That_Connects_to_the_Future	1
cool	ADJ	11	02x09_-_The_Hand_That_Connects_to_the_Future	1
crazy	ADJ	6	02x09_-_The_Hand_That_Connects_to_the_Future	1
crowded	ADJ	5	02x09_-_The_Hand_That_Connects_to_the_Future	1
darn	ADJ	3	02x09_-_The_Hand_That_Connects_to_the_Future	1
deadly	ADJ	8	02x09_-_The_Hand_That_Connects_to_the_Future	1
dirty	ADJ	13	02x09_-_The_Hand_That_Connects_to_the_Future	3
eastern	ADJ	5	02x09_-_The_Hand_That_Connects_to_the_Future	1
easy	ADJ	15	02x09_-_The_Hand_That_Connects_to_the_Future	1
entire	ADJ	5	02x09_-_The_Hand_That_Connects_to_the_Future	2
exciting	ADJ	10	02x09_-_The_Hand_That_Connects_to_the_Future	1
farewell	ADJ	2	02x09_-_The_Hand_That_Connects_to_the_Future	1
fullest	ADJ	8	02x09_-_The_Hand_That_Connects_to_the_Future	1
glad	ADJ	5	02x09_-_The_Hand_That_Connects_to_the_Future	1
good	ADJ	27	02x09_-_The_Hand_That_Connects_to_the_Future	5
grand	ADJ	10	02x09_-_The_Hand_That_Connects_to_the_Future	2
great	ADJ	7	02x09_-_The_Hand_That_Connects_to_the_Future	2
happy	ADJ	4	02x09_-_The_Hand_That_Connects_to_the_Future	1
hey	ADJ	0	02x09_-_The_Hand_That_Connects_to_the_Future	1
impossible	ADJ	4	02x09_-_The_Hand_That_Connects_to_the_Future	2
late	ADJ	11	02x09_-_The_Hand_That_Connects_to_the_Future	1
little	ADJ	10	02x09_-_The_Hand_That_Connects_to_the_Future	2
low	ADJ	16	02x09_-_The_Hand_That_Connects_to_the_Future	1
mad	ADJ	4	02x09_-_The_Hand_That_Connects_to_the_Future	1
new	ADJ	12	02x09_-_The_Hand_That_Connects_to_the_Future	2
old	ADJ	9	02x09_-_The_Hand_That_Connects_to_the_Future	1
original	ADJ	6	02x09_-_The_Hand_That_Connects_to_the_Future	1
peaceful	ADJ	2	02x09_-_The_Hand_That_Connects_to_the_Future	1
possible	ADJ	4	02x09_-_The_Hand_That_Connects_to_the_Future	2
right	ADJ	36	02x09_-_The_Hand_That_Connects_to_the_Future	2
risky	ADJ	2	02x09_-_The_Hand_That_Connects_to_the_Future	1
safe	ADJ	7	02x09_-_The_Hand_That_Connects_to_the_Future	1
scary	ADJ	1	02x09_-_The_Hand_That_Connects_to_the_Future	1
second	ADJ	15	02x09_-_The_Hand_That_Connects_to_the_Future	1
secret	ADJ	14	02x09_-_The_Hand_That_Connects_to_the_Future	1
sentimental	ADJ	2	02x09_-_The_Hand_That_Connects_to_the_Future	1
simple	ADJ	9	02x09_-_The_Hand_That_Connects_to_the_Future	1
sorry	ADJ	4	02x09_-_The_Hand_That_Connects_to_the_Future	4
sticky	ADJ	5	02x09_-_The_Hand_That_Connects_to_the_Future	1
straightforward	ADJ	4	02x09_-_The_Hand_That_Connects_to_the_Future	1
strange	ADJ	3	02x09_-_The_Hand_That_Connects_to_the_Future	1
sure	ADJ	10	02x09_-_The_Hand_That_Connects_to_the_Future	5
suspicious	ADJ	2	02x09_-_The_Hand_That_Connects_to_the_Future	1
thorough	ADJ	2	02x09_-_The_Hand_That_Connects_to_the_Future	1
tired	ADJ	6	02x09_-_The_Hand_That_Connects_to_the_Future	3
uncool	ADJ	1	02x09_-_The_Hand_That_Connects_to_the_Future	1
upper	ADJ	6	02x09_-_The_Hand_That_Connects_to_the_Future	3
warm	ADJ	13	02x09_-_The_Hand_That_Connects_to_the_Future	1
western	ADJ	6	02x09_-_The_Hand_That_Connects_to_the_Future	3
worth	ADJ	5	02x09_-_The_Hand_That_Connects_to_the_Future	1
young	ADJ	14	02x09_-_The_Hand_That_Connects_to_the_Future	2
amazing	ADJ	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
awful	ADJ	7	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
bad	ADJ	17	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
beautiful	ADJ	2	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
big	ADJ	17	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	3
bold	ADJ	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
careless	ADJ	3	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
clever	ADJ	3	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
clumsy	ADJ	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
complicated	ADJ	3	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
convincing	ADJ	2	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
cool	ADJ	11	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
current	ADJ	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
dangerous	ADJ	2	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
delicious	ADJ	3	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
different	ADJ	5	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
embarrassed	ADJ	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
excited	ADJ	12	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
exhausting	ADJ	7	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
extremist	ADJ	2	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
fake	ADJ	8	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
foreign	ADJ	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
fun	ADJ	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
glad	ADJ	5	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
good	ADJ	27	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	6
happy	ADJ	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
hard	ADJ	22	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
hey	ADJ	0	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
ideal	ADJ	5	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
impressive	ADJ	2	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
la	ADJ	3	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
large	ADJ	11	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
legendary	ADJ	2	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
little	ADJ	10	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	4
long	ADJ	12	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
loud	ADJ	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
lovely	ADJ	3	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
lucky	ADJ	3	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
new	ADJ	12	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
nice	ADJ	6	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
numerous	ADJ	1	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
okay	ADJ	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
old	ADJ	9	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
ordinary	ADJ	7	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
original	ADJ	6	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
peaceful	ADJ	2	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
possible	ADJ	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
public	ADJ	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
ready	ADJ	8	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
remarkable	ADJ	2	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
right	ADJ	36	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	7
satisfied	ADJ	5	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
secret	ADJ	14	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
simple	ADJ	9	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
skilled	ADJ	1	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
sleepy	ADJ	1	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
sorry	ADJ	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
suspicious	ADJ	2	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
swollen	ADJ	7	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
tame	ADJ	9	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
threatening	ADJ	5	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
thrilling	ADJ	6	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
tired	ADJ	6	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
tra	ADJ	0	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
true	ADJ	15	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
unfair	ADJ	1	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
unfortunate	ADJ	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
unknown	ADJ	8	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
unnerving	ADJ	2	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
well	ADJ	22	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
worthy	ADJ	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
wrong	ADJ	13	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
able	ADJ	4	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
acute	ADJ	7	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
asleep	ADJ	5	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
awake	ADJ	3	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
aware	ADJ	2	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
bad	ADJ	17	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
big	ADJ	17	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
broad	ADJ	9	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
busy	ADJ	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
certain	ADJ	7	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
close	ADJ	37	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
confident	ADJ	3	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
countless	ADJ	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
crazy	ADJ	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
curious	ADJ	3	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
current	ADJ	4	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
cute	ADJ	2	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
drunk	ADJ	9	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
dull	ADJ	19	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
easy	ADJ	15	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
envious	ADJ	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
experienced	ADJ	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
famous	ADJ	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
fine	ADJ	10	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
formal	ADJ	8	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
fun	ADJ	4	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
future	ADJ	7	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
glad	ADJ	5	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
good	ADJ	27	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	4
grand	ADJ	10	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
great	ADJ	7	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
happy	ADJ	4	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	4
helpful	ADJ	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
hot	ADJ	21	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
ill	ADJ	9	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
important	ADJ	5	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
impressive	ADJ	2	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
little	ADJ	10	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	3
long	ADJ	12	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
lovely	ADJ	3	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
mad	ADJ	4	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
major	ADJ	13	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
minded	ADJ	8	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
naive	ADJ	5	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
nauseous	ADJ	2	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
necessary	ADJ	3	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
nice	ADJ	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
okay	ADJ	4	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	4
ordinary	ADJ	7	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
original	ADJ	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
