word	nodeType	synsetCount	unit	count
particular	ADJ	9	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
perfect	ADJ	5	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
potential	ADJ	4	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
professional	ADJ	8	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
rich	ADJ	13	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
right	ADJ	36	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	6
rounded	ADJ	8	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
safe	ADJ	7	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
sexy	ADJ	2	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
skilled	ADJ	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
small	ADJ	13	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
smiley	ADJ	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
sorry	ADJ	4	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	5
spacious	ADJ	2	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
strong	ADJ	10	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	8
sudden	ADJ	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
suited	ADJ	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
sure	ADJ	10	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	4
tiresome	ADJ	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
tough	ADJ	12	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
trivial	ADJ	3	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
true	ADJ	15	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
unannounced	ADJ	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
urgent	ADJ	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
useful	ADJ	2	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
useless	ADJ	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
valuable	ADJ	3	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
weak	ADJ	12	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
willing	ADJ	6	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
wise	ADJ	7	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
womanly	ADJ	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
worried	ADJ	8	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
worth	ADJ	5	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
worthless	ADJ	2	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
wrong	ADJ	13	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	2
yummy	ADJ	1	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life	1
able	ADJ	4	02x12_-_Part_of_the_Family	2
addictive	ADJ	1	02x12_-_Part_of_the_Family	1
alive	ADJ	7	02x12_-_Part_of_the_Family	1
amazing	ADJ	4	02x12_-_Part_of_the_Family	2
bad	ADJ	17	02x12_-_Part_of_the_Family	1
busy	ADJ	6	02x12_-_Part_of_the_Family	1
clean	ADJ	31	02x12_-_Part_of_the_Family	1
critical	ADJ	7	02x12_-_Part_of_the_Family	2
cute	ADJ	2	02x12_-_Part_of_the_Family	1
dangerous	ADJ	2	02x12_-_Part_of_the_Family	4
different	ADJ	5	02x12_-_Part_of_the_Family	3
difficult	ADJ	2	02x12_-_Part_of_the_Family	1
discrete	ADJ	1	02x12_-_Part_of_the_Family	1
enjoyable	ADJ	1	02x12_-_Part_of_the_Family	1
extra	ADJ	7	02x12_-_Part_of_the_Family	1
fake	ADJ	8	02x12_-_Part_of_the_Family	1
fierce	ADJ	4	02x12_-_Part_of_the_Family	1
fluffy	ADJ	1	02x12_-_Part_of_the_Family	1
gentle	ADJ	10	02x12_-_Part_of_the_Family	1
glad	ADJ	5	02x12_-_Part_of_the_Family	2
good	ADJ	27	02x12_-_Part_of_the_Family	9
great	ADJ	7	02x12_-_Part_of_the_Family	3
hard	ADJ	22	02x12_-_Part_of_the_Family	1
high	ADJ	18	02x12_-_Part_of_the_Family	1
hot	ADJ	21	02x12_-_Part_of_the_Family	1
huge	ADJ	1	02x12_-_Part_of_the_Family	1
hungry	ADJ	2	02x12_-_Part_of_the_Family	1
impressive	ADJ	2	02x12_-_Part_of_the_Family	2
innocent	ADJ	8	02x12_-_Part_of_the_Family	1
inside	ADJ	10	02x12_-_Part_of_the_Family	2
intelligent	ADJ	4	02x12_-_Part_of_the_Family	1
irrational	ADJ	3	02x12_-_Part_of_the_Family	1
jealous	ADJ	2	02x12_-_Part_of_the_Family	1
key	ADJ	21	02x12_-_Part_of_the_Family	1
little	ADJ	10	02x12_-_Part_of_the_Family	6
low	ADJ	16	02x12_-_Part_of_the_Family	2
military	ADJ	4	02x12_-_Part_of_the_Family	1
multiple	ADJ	2	02x12_-_Part_of_the_Family	1
nice	ADJ	6	02x12_-_Part_of_the_Family	1
normal	ADJ	5	02x12_-_Part_of_the_Family	1
original	ADJ	6	02x12_-_Part_of_the_Family	1
ostanian	ADJ	0	02x12_-_Part_of_the_Family	1
outside	ADJ	14	02x12_-_Part_of_the_Family	2
personal	ADJ	6	02x12_-_Part_of_the_Family	1
plastic	ADJ	5	02x12_-_Part_of_the_Family	1
popular	ADJ	4	02x12_-_Part_of_the_Family	1
preposterous	ADJ	1	02x12_-_Part_of_the_Family	1
psychic	ADJ	3	02x12_-_Part_of_the_Family	1
real	ADJ	13	02x12_-_Part_of_the_Family	2
reckless	ADJ	2	02x12_-_Part_of_the_Family	1
restless	ADJ	3	02x12_-_Part_of_the_Family	1
right	ADJ	36	02x12_-_Part_of_the_Family	2
sad	ADJ	3	02x12_-_Part_of_the_Family	1
safe	ADJ	7	02x12_-_Part_of_the_Family	1
scared	ADJ	4	02x12_-_Part_of_the_Family	1
serial	ADJ	6	02x12_-_Part_of_the_Family	1
shriveled	ADJ	5	02x12_-_Part_of_the_Family	1
sick	ADJ	9	02x12_-_Part_of_the_Family	2
simple	ADJ	9	02x12_-_Part_of_the_Family	2
skilled	ADJ	1	02x12_-_Part_of_the_Family	1
skinny	ADJ	5	02x12_-_Part_of_the_Family	1
sorry	ADJ	4	02x12_-_Part_of_the_Family	5
strange	ADJ	3	02x12_-_Part_of_the_Family	1
sudden	ADJ	1	02x12_-_Part_of_the_Family	1
super	ADJ	5	02x12_-_Part_of_the_Family	1
sure	ADJ	10	02x12_-_Part_of_the_Family	1
suspect	ADJ	6	02x12_-_Part_of_the_Family	1
thin	ADJ	13	02x12_-_Part_of_the_Family	2
tired	ADJ	6	02x12_-_Part_of_the_Family	1
tough	ADJ	12	02x12_-_Part_of_the_Family	1
true	ADJ	15	02x12_-_Part_of_the_Family	3
unfair	ADJ	1	02x12_-_Part_of_the_Family	1
useless	ADJ	1	02x12_-_Part_of_the_Family	1
weird	ADJ	3	02x12_-_Part_of_the_Family	1
wet	ADJ	9	02x12_-_Part_of_the_Family	4
wilted	ADJ	3	02x12_-_Part_of_the_Family	1
worth	ADJ	5	02x12_-_Part_of_the_Family	1
wrong	ADJ	13	02x12_-_Part_of_the_Family	2
